r,completed_steps,s,u,t,kl_to_path,kl_to_target,mean,var,target_var,radius_m,eta,n_steps
2.0,4375.0,0.4375,0.21875,0.21875,0.0032873484306037426,1.2809414863586426,-0.002093557734042406,1.0153121948242188,1.067326065527741,0.25947266817092896,0.0001,20000.0
2.0,5000.0,0.5,0.25,0.25,0.004075257107615471,1.2779269218444824,-0.003345989855006337,1.0223816633224487,1.0941831067508057,0.30689266324043274,0.0001,20000.0
2.0,5625.0,0.5625,0.28125,0.28125,0.004924595821648836,1.2674998044967651,-0.003173666540533304,1.0342552661895752,1.129977317287712,0.36052367091178894,0.0001,20000.0
2.0,6250.0,0.625,0.3125,0.3125,0.006341086234897375,1.2579628229141235,-0.004205749835819006,1.0451756715774536,1.1769566818735067,0.42066219449043274,0.0001,20000.0
2.0,6875.0,0.6875,0.34375,0.34375,0.009027642197906971,1.2462561130523682,-0.0041639129631221294,1.059269666671753,1.2376681752508745,0.4875122308731079,0.0001,20000.0
2.0,7500.0,0.75,0.375,0.375,0.013156786561012268,1.2326897382736206,-0.002540424233302474,1.0759859085083008,1.3149052597050037,0.5611642003059387,0.0001,20000.0
2.0,8125.0,0.8125,0.40625,0.40625,0.018388250842690468,1.210059404373169,-0.0020052234176546335,1.1028470993041992,1.411617382715633,0.6415741443634033,0.0001,20000.0
2.0,8750.0,0.875,0.4375,0.4375,0.02526138722896576,1.1801023483276367,-0.0016784066101536155,1.14126718044281,1.5307770500831452,0.7285444736480713,0.0001,20000.0
2.0,9375.0,0.9375,0.46875,0.46875,0.03521756827831268,1.1464784145355225,-0.001005675527267158,1.1844048500061035,1.675204859605433,0.8217085003852844,0.0001,20000.0
2.0,10000.0,1.0,0.5,0.5,0.04886680096387863,1.1092751026153564,-0.0020571353379637003,1.231218934059143,1.8473517074271655,0.920517086982727,0.0001,20000.0
2.0,10625.0,1.0625,0.53125,0.53125,0.06629160046577454,1.06990647315979,-0.0023612813092768192,1.2844080924987793,2.0490507627116727,1.0242317914962769,0.0001,20000.0
2.0,11250.0,1.125,0.5625,0.5625,0.08734888583421707,1.0249073505401611,-0.0007389617967419326,1.3476160764694214,2.281250937369819,1.1319235563278198,0.0001,20000.0
2.0,11875.0,1.1875,0.59375,0.59375,0.11167524755001068,0.9739059209823608,-0.001629712525755167,1.4233055114746094,2.5437495392762344,1.2424771785736084,0.0001,20000.0
2.0,12500.0,1.25,0.625,0.625,0.1392439305782318,0.9185410141944885,0.0014984536683186889,1.5075888633728027,2.834948782940046,1.3546028137207031,0.0001,20000.0
2.0,13125.0,1.3125,0.65625,0.65625,0.16957691311836243,0.8609386086463928,0.0005412435857579112,1.603052020072937,3.151672128587961,1.46685791015625,0.0001,20000.0
2.0,13750.0,1.375,0.6875,0.6875,0.20214110612869263,0.8023760318756104,0.0012173966970294714,1.705301284790039,3.4890459452435607,1.5776710510253906,0.0001,20000.0
2.0,14375.0,1.4375,0.71875,0.71875,0.23342342674732208,0.7399125695228577,0.0007468130206689239,1.8224406242370605,3.84049845084661,1.685377836227417,0.0001,20000.0
2.0,15000.0,1.5,0.75,0.75,0.2650575041770935,0.6801194548606873,-0.00033826660364866257,1.9444892406463623,4.197871208897652,1.7882592678070068,0.0001,20000.0
2.0,15625.0,1.5625,0.78125,0.78125,0.29202139377593994,0.6192027926445007,0.0009383417782373726,2.0782310962677,4.55166699912219,1.8845866918563843,0.0001,20000.0
2.0,16250.0,1.625,0.8125,0.8125,0.31485751271247864,0.5609712600708008,-0.0007922595832496881,2.2181594371795654,4.891421123558544,1.9726685285568237,0.0001,20000.0
2.0,16875.0,1.6875,0.84375,0.84375,0.329630970954895,0.5032972693443298,0.0002055155928246677,2.369607925415039,5.2061917159686,2.0509002208709717,0.0001,20000.0
2.0,17500.0,1.75,0.875,0.875,0.33571308851242065,0.4482312798500061,-0.0010078294435516,2.5303146839141846,5.485126311267095,2.117811679840088,0.0001,20000.0
2.0,18125.0,1.8125,0.90625,0.90625,0.3316301703453064,0.39572933316230774,-0.002766015473753214,2.6971518993377686,5.718077738915838,2.1721136569976807,0.0001,20000.0
2.0,18750.0,1.875,0.9375,0.9375,0.3186507821083069,0.34807097911834717,-0.0038823282811790705,2.8617734909057617,5.896212786218314,2.2127387523651123,0.0001,20000.0
2.0,19375.0,1.9375,0.96875,0.96875,0.29747775197029114,0.3058473467826843,-0.004075420554727316,3.0250966548919678,6.0125683458100525,2.2388765811920166,0.0001,20000.0
2.0,20000.0,2.0,1.0,1.0,0.2678409814834595,0.2678409814834595,-0.0047277119010686874,3.1910669803619385,6.0625,2.25,0.0001,20000.0
4.0,0.0,0.0,0.0,0.0,0.0025931857526302338,1.292888879776001,-0.0002576704428065568,0.9992316961288452,1.0043912588251316,0.06626657396554947,0.0001,40000.0
4.0,1250.0,0.125,0.03125,0.03125,0.0026765204966068268,1.2921489477157593,-0.0004212382482364774,1.0007375478744507,1.006755308696527,0.08219068497419357,0.0001,40000.0
4.0,2500.0,0.25,0.0625,0.0625,0.002565687522292137,1.2929801940917969,0.001385218813084066,1.0019793510437012,1.0102519442757745,0.10125188529491425,0.0001,40000.0
4.0,3750.0,0.375,0.09375,0.09375,0.002581142820417881,1.2920403480529785,0.0009797138627618551,1.0026459693908691,1.0153487222751791,0.12388996034860611,0.0001,40000.0
4.0,5000.0,0.5,0.125,0.125,0.002711753360927105,1.2884023189544678,-0.0011501306435093284,1.005411148071289,1.02266953604779,0.1505640596151352,0.0001,40000.0
4.0,6250.0,0.625,0.15625,0.15625,0.002853651763871312,1.280755639076233,-0.0016638238448649645,1.0139222145080566,1.0330307278253505,0.1817435771226883,0.0001,40000.0
4.0,7500.0,0.75,0.1875,0.1875,0.0028599239885807037,1.2774955034255981,-0.003022693796083331,1.0193452835083008,1.047478640645027,0.21789593994617462,0.0001,40000.0
4.0,8750.0,0.875,0.21875,0.21875,0.002914049429818988,1.2705910205841064,-0.003117606043815613,1.027029037475586,1.067326065527741,0.25947266817092896,0.0001,40000.0
